epoch,loss,step
2,0.9716532826423645,3349
2,0.978080153465271,3399
2,0.976813793182373,3449
2,0.9714788198471069,3499
2,0.9695946574211121,3549
2,0.9762734770774841,3599
2,0.974030077457428,3649
2,0.9703744053840637,3699
2,0.9671993255615234,3749
2,0.9766045808792114,3799
2,0.9703643918037415,3849
2,0.9676868319511414,3899
2,0.9753419160842896,3949
2,0.9668660163879395,3999
2,0.9708228707313538,4049
2,0.9708533883094788,4099
2,0.9703735709190369,4149
2,0.9729146361351013,4199
2,0.9671804904937744,4249
2,0.9683516025543213,4299
